text,rating,open,review_len,price,description,brief_des,attribute,location
Ramen Tatsu,4.5,Open Now,23 reviews,$$ - $$$,,   Japanese Asian Soups,,"3400 S Jones Blvd Ste 6, Las Vegas, NV 89146-6705"
Mimi's Cafe -Northwest,4.0,Open Now,48 reviews,$$ - $$$,"American, Cafe",   American Cafe,"Breakfast, Dinner, Brunch, Lunch,American, Cafe,Takeout, Seating, Waitstaff, Serves Alcohol, Highchairs Available, Wheelchair Accessible","Rampart, Las Vegas, NV"
Jersey Mike's Subs,4.5,,23 reviews,$,, American Fast Food Deli,,"9400 S Eastern Ave, Las Vegas, NV 89123-7936"
Applebee’s,4.0,Open Now,54 reviews,$$ - $$$,,   American Bar Vegetarian Friendly,,"2070 N Rainbow Blvd, Las Vegas, NV 89108-7049"
Sourdough Cafe,4.0,Open Now,66 reviews,$,, American Cafe,,"740 S Decatur Blvd, Las Vegas, NV 89107-3907"
Pyramid,4.0,Open Now,45 reviews,$$ - $$$,,   American,,"Luxor Hotel and Casino, Las Vegas, NV"
Fries N' Pies,5.0,Open Now,10 reviews,,,,,"4503 Paradise Rd #350, Las Vegas, NV 89169"
Fish King Grill,4.5,,14 reviews,$$ - $$$,,   Quick Bites Seafood,,"500 E Windmill Ln Suite 145, Las Vegas, NV 89123-1843"
Cabana Grill,4.0,Open Now,59 reviews,$$ - $$$,,   American Bar Vegetarian Friendly,,"3799 Las Vegas Blvd S, Las Vegas, NV 89109-4319"
Brando's,4.5,Open Now,20 reviews,$$ - $$$,,   Bar Pizza Pub,,"3725 Blue Diamond Rd, Las Vegas, NV 89139-7854"
Ohjah Japanese Steakhouse Sushi and Hibachi,4.0,Open Now,36 reviews,$$ - $$$,,   Japanese Sushi Asian,,"8595 S Decatur Blvd Ste 104, Las Vegas, NV 89139-7006"
Metro Pizza,4.0,Open Now,55 reviews,$$ - $$$,"Italian, Pizza, Vegetarian Friendly",   Italian Pizza Vegetarian Friendly,"Vegetarian Friendly,Lunch, Dinner,Italian, Pizza,Takeout, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Delivery","6720 Sky Pointe Dr, Las Vegas, NV 89131-4060"
Blue Skillet Family Restaurant,4.0,Closes in 27 min,20 reviews,$$ - $$$,,   Diner,,"1723 E Charleston Blvd, Las Vegas, NV 89104-1943"
Viet Noodle Bar,4.0,,29 reviews,$,"Asian, Vietnamese, Soups, Vegetarian Friendly, Vegan Options", Asian Vietnamese Soups,"Vegetarian Friendly, Vegan Options,Lunch, Dinner,Asian, Vietnamese, Soups,Takeout, Seating, Waitstaff, Wheelchair Accessible, Reservations","5288 Spring Mountain Rd, Las Vegas, NV 89146-8723"
Hostile Grape,4.0,Closed Now,41 reviews,$$ - $$$,,   Wine Bar American,,"12300 Las Vegas Blvd S M Resort Spa Casino, Las Vegas, NV 89044-9506"
Palazzo Ristorante,4.5,,19 reviews,$$ - $$$,,   Italian,,"255 E Flamingo Rd, Las Vegas, NV 89169-4708"
Thai Style Noodle House,4.0,Open Now,26 reviews,$,, Asian Thai Vegetarian Friendly,,"5135 S Fort Apache Rd, Las Vegas, NV 89148-1766"
Michael T's Steaks Ribs & Burgers Tavern,4.5,Open Now,19 reviews,$$ - $$$,American,   American,"$9 - $40,Lunch, Dinner, Late Night, Drinks, Breakfast,American,Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Reservations","7315 W Warm Springs Rd, Las Vegas, NV 89113-3604"
Sbarro,3.5,Open Now,88 reviews,$,, Italian Pizza Fast Food,,"3770 Las Vegas Blvd S Monte Carlo Casino & Resort, Las Vegas, NV 89109-4337"
Yojie,4.5,,18 reviews,$$ - $$$,,   Japanese Asian,,"9440 W Sahara Ave Suite 175, Las Vegas, NV 89117-8818"
Nathan's Famous,4.0,,37 reviews,$,, Quick Bites American Fast Food,,"3645 Las Vegas Blvd S, Las Vegas, NV 89109-4321"
Pei Wei Asian Diner,4.0,Open Now,55 reviews,$$ - $$$,,   Quick Bites Asian Chinese,,"10830 W Charleston Blvd, Las Vegas, NV 89135-1193"
Capriotti's Sandwich Shop,4.5,Open Now,15 reviews,$,, Soups Fast Food Deli,,"7300 Aliante Pkwy, Las Vegas, NV 89084-2502"
Delices Gourmands French Bakery,4.5,Open Now,13 reviews,$,, French Cafe,,"3620 W Sahara Ave Suite W2, Las Vegas, NV 89102-5817"
Nathan's Famous Hot Dogs,3.5,,62 reviews,$,, American Fast Food,,"3790 Las Vegas Blvd S New York - New York Hotel & Casino, Las Vegas, NV 89109-4338"
Eataly,3.5,,60 reviews,Italian,,Italian,,"3770 Las Vegas Blvd S Park MGM, Las Vegas, NV 89109-4337"
IHOP,4.0,Open Now,56 reviews,$,, American Vegetarian Friendly Gluten Free Options,,"3780 S Maryland Pkwy, Las Vegas, NV 89119-5651"
Da Lat Vietnamese Restaurant,4.0,Open Now,21 reviews,$,, Asian Vietnamese,,"4553 W Flamingo Rd, Las Vegas, NV 89103-3702"
Salud Mexican Bistro And Tequileria,4.5,,13 reviews,$$ - $$$,,   Mexican Latin Spanish,,"8125 W Sahara Ave, Las Vegas, NV 89117-1986"
Cabo,4.5,,26 reviews,$$ - $$$,,   Mexican Southwestern Spanish,,"4949 N Rancho Dr Santa Fe Station Hotel and Casino, Las Vegas, NV 89130-3505"
Swish Japanese Hot Pot,4.0,Open Now,35 reviews,$$ - $$$,"Japanese, Asian",   Japanese Asian,"Lunch, Dinner,Japanese, Asian,Seating, Waitstaff, Serves Alcohol, Reservations","5115 Spring Mountain Rd Ste 121, Las Vegas, NV 89146-8720"
The Pub,3.5,Open Now,95 reviews,$$ - $$$,"American, Brew Pub, Bar, Pub",   American Brew Pub Bar,"$20 - $50,Lunch, Drinks, Dinner, Brunch,American, Brew Pub, Bar, Pub,Reservations, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Takeout, Outdoor Seating, Parking Available, Highchairs Available, Wine and Beer, Accepts Credit Cards","3720 Las Vegas Blvd S #233, Las Vegas, NV 89158-1644"
The Edge Of Town Bar & Grill,4.0,,30 reviews,$$ - $$$,"American, Bar, Pub",   American Bar Pub,"Breakfast, Lunch, Dinner,American, Bar, Pub,Seating, Waitstaff, Serves Alcohol, Takeout","10490 W Cheyenne Ave, Las Vegas, NV 89129-8712"
Palettes Gallery and Bistro,4.5,Open Now,19 reviews,$$ - $$$,,   Bar American Pub,,"2989 Paradise Rd SpringHill Suites Las Vegas Convention Center, Las Vegas, NV 89109-1220"
Japaneiro,4.5,Closed Now,15 reviews,$$ - $$$,,   Japanese Asian French,,"7315 W Warm Springs Rd #170, Las Vegas, NV 89113-3604"
IHOP,4.0,Open Now,23 reviews,$,,,,"9480 W Sahara Ave, Las Vegas, NV 89117-5357"
Sandbar,4.0,Closed today,32 reviews,$$ - $$$,"Bar, Pub",   Bar Pub,"Lunch, Dinner,Bar, Pub,Seating, Waitstaff, Serves Alcohol, Wheelchair Accessible","11011 W Charleston Blvd, Las Vegas, NV 89135-1402"
Pantry Cafe,4.5,,15 reviews,$$ - $$$,,   Cafe,,"9421 Quiet Valley Ave, Las Vegas, NV 89149-0155"
Food Express Chinese Restaurant,4.5,Open Now,17 reviews,$,, Chinese Asian,,"2003 S Decatur Blvd Ste B, Las Vegas, NV 89102-8945"
Golden Flower Chinese Cuisine,4.5,Open Now,22 reviews,$$ - $$$,,   Chinese Asian,,"3315 E Russell Rd, Las Vegas, NV 89120-3440"
Starbucks,4.0,,30 reviews,$,,,,"145 E Harmon Ave, Las Vegas, NV 89109-4504"
MTO Cafe,4.0,,18 reviews,$$ - $$$,,   Cafe Vegetarian Friendly Vegan Options,,"10970 Rosemary Park Dr Downtown Summerlin, Las Vegas, NV 89135-2948"
Little Dumpling,4.0,Open Now,29 reviews,$$ - $$$,"Chinese, Asian, Thai",   Chinese Asian Thai,"Dinner, Lunch,Chinese, Asian, Thai,Delivery, Takeout, Seating, Waitstaff, Serves Alcohol, Reservations, Wheelchair Accessible","6572 N Decatur Blvd, Las Vegas, NV 89131-1041"
Oodle Noodle,5.0,,9 reviews,Japanese,,Japanese,,"4449 W Flamingo Rd, Las Vegas, NV 89103-3703"
The Bar,4.0,Open Now,33 reviews,$$ - $$$,"American, Bar, Pub",   American Bar Pub,"Lunch, Dinner, Breakfast,American, Bar, Pub,Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Takeout","8560 Las Vegas Blvd S, Las Vegas, NV 89123-1608"
Il Fornaio,4.0,Open Now,30 reviews,$$ - $$$,,   Italian,,"3790 Las Vegas Blvd S Suite 13, Las Vegas, NV 89109-4338"
The Habit Burger Grill,4.5,,11 reviews,$,, American Fast Food,,"3200 Las Vegas Blvd S, Las Vegas, NV 89109-2612"
Nathan's Famous Hot Dogs,3.5,,53 reviews,$,, Quick Bites American Fast Food,,"Fashion Show Mall Food Court 3200 Las Vegas Blvd So Suite 3155, Las Vegas, NV 89109"
Benny's Bullpen,4.0,,25 reviews,$$ - $$$,,   American Bar Pub,,"128 Fremont St, Las Vegas, NV 89101-5604"
California Pizza Kitchen,4.0,Open Now,32 reviews,$$ - $$$,,   American Pizza Vegetarian Friendly,,"10945 Oval Park Dr, Las Vegas, NV 89135-1447"
Lazy Joe's Fish & Chips,4.0,Open Now,44 reviews,$$ - $$$,,   Seafood Gluten Free Options,,"7835 S Rainbow Blvd Ste 22, Las Vegas, NV 89139-6457"
Dutch Bros. Coffee,4.5,,16 reviews,$,,,,"2840 E Tropicana Ave, Las Vegas, NV 89121-7354"
Fire Rock,4.0,,44 reviews,$$ - $$$,"American, Bar, Steakhouse",   American Bar Steakhouse,"Lunch, Dinner, Brunch,American, Bar, Steakhouse,Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol","5990 Centennial Center Blvd, Las Vegas, NV 89149-4558"
Alibi Ultra Lounge,3.5,,58 reviews,$$ - $$$,,   Bar,,"3730 Las Vegas Blvd S Aria Hotel Casino, Las Vegas, NV 89158-4300"
Subway,5.0,Open Now,12 reviews,,,,,"9175 Las Vegas Blvd S Suite 100-A, Las Vegas, NV 89123-3359"
Cafe Chloe,4.0,Closed Now,35 reviews,$$ - $$$,,   Italian,,"4155 S Buffalo Dr Ste 15, Las Vegas, NV 89147-6225"
Kabob Express,4.5,Open Now,25 reviews,$$ - $$$,,   Mediterranean Middle Eastern Afghani,,"4912 S Eastern Ave Ste 3 Tropicana & Eastern, Las Vegas, NV 89119-2319"
Race Day Cafe,4.0,Closes in 26 min,25 reviews,$,, American Cafe,,"6825 Speedway Blvd, Las Vegas, NV 89115-1705"
Fuddruckers,4.0,Open Now,30 reviews,$,, Quick Bites American Fast Food,,"4195 S Grand Canyon Dr Ste 101, Las Vegas, NV 89147-7171"
Tonkatsu Kiyoshi,4.5,Closed today,19 reviews,$$ - $$$,,   Japanese Asian,,"7780 S Jones Blvd Ste 103, Las Vegas, NV 89139-6434"
Original Tommy's,4.0,Open Now,33 reviews,$,, American Fast Food,,"5208 Boulder Hwy, Las Vegas, NV 89122-6002"
Kobe Sushi Bistro Seafood & Grill,4.0,Open Now,24 reviews,$$ - $$$,,   Japanese Sushi Asian,,"6375 S Rainbow Blvd Ste 104, Las Vegas, NV 89118-3219"
Rachel's Kitchen,4.0,Open Now,34 reviews,$$ - $$$,"Cafe, American, Contemporary, Healthy, Vegetarian Friendly, Vegan Options",   Cafe American Contemporary,"$5 - $15,Vegetarian Friendly, Vegan Options,Breakfast, Lunch, Drinks, Dinner, Brunch,Cafe, American, Contemporary, Healthy,Takeout, Seating, Parking Available, Free Off-Street Parking, Television, Wheelchair Accessible, Wine and Beer, Free Wifi, Accepts Credit Cards, Reservations, Outdoor Seating, Highchairs Available","7010 N Durango Dr, Las Vegas, NV 89149-4487"
Starbucks,4.0,Open Now,20 reviews,$,, Cafe,,"3950 Las Vegas Blvd S Inside Mandalay Bay, Las Vegas, NV 89119-1005"
Mordeo Boutique Wine Bar,5.0,,8 reviews,,,,,"5420 Spring Mountain Rd Ste 108, Las Vegas, NV 89146-8732"
Olive Garden,4.0,Open Now,38 reviews,$$ - $$$,"Italian, Vegetarian Friendly",   Italian Vegetarian Friendly,"Vegetarian Friendly,Dinner, Lunch,Italian,Takeout, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol","6191 Centennial Center Blvd, Las Vegas, NV 89149-4573"
Giuseppes Bar & Grille Las Vegas,4.0,Open Now,40 reviews,$$ - $$$,,   Italian Bar Pub,,"6065 S Durango Dr, Las Vegas, NV 89113-1771"
Soul Food Cafe,4.5,,18 reviews,$$ - $$$,,  ,,"7320 S Rainbow Blvd #112, Las Vegas, NV 89139-0406"
Bier Garten,4.0,Open Now,33 reviews,$$ - $$$,,   German Pub,,"1 S Main St, Las Vegas, NV 89101-6370"
Kneaders Bakery,4.0,,32 reviews,$$ - $$$,,   Quick Bites American Cafe,,"7100 W Craig Rd, Las Vegas, NV 89129-6512"
Seventeen South Booze & Bites,4.0,,28 reviews,$$ - $$$,"American, Bar, Pub",   American Bar Pub,"Lunch, Dinner,American, Bar, Pub,Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Takeout","7200 Las Vegas Blvd S, Las Vegas, NV 89119-4020"
Nacho Daddy Summerlin,3.5,Open Now,62 reviews,$$ - $$$,"Mexican, Bar, Vegetarian Friendly, Vegan Options",   Mexican Bar Vegetarian Friendly,"$7 - $26,Vegetarian Friendly, Vegan Options,Dinner, Lunch,Mexican, Bar,Takeout, Reservations, Full Bar, Seating, Waitstaff, Parking Available, Street Parking, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Television, Highchairs Available","9560 W Sahara Ave, Las Vegas, NV 89117-5301"
East Ocean Dim Sum & Seafood Restaurant,3.5,Open Now,78 reviews,$$ - $$$,"Chinese, Seafood, Asian",   Chinese Seafood Asian,"Dinner, Lunch, Brunch,Chinese, Seafood, Asian,Takeout, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol, Reservations","9570 S Eastern Ave, Las Vegas, NV 89123-8015"
Restaurant At Los Prados,4.5,Open Now,12 reviews,,,,,"5150 Los Prados Cir, Las Vegas, NV 89130-2000"
El Pollo Loco,4.0,Open Now,25 reviews,$$ - $$$,,   Mexican Fast Food Spanish,,"2401 S Decatur Blvd, Las Vegas, NV 89102-5522"
Sushi-Ko,4.0,Open Now,45 reviews,$$ - $$$,"Japanese, Sushi, Asian, Vegetarian Friendly",   Japanese Sushi Asian,"$20 - $25,Vegetarian Friendly,Dinner, Lunch,Japanese, Sushi, Asian,Takeout, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Reservations","7101 W Craig Rd, Las Vegas, NV 89129-6058"
Panda Express,4.0,Open Now,42 reviews,$,, Chinese Fast Food Asian,,"5111 Boulder Hwy, Las Vegas, NV 89122-6001"
Zaytoon Mediterranean Market and Kabob,4.0,Open Now,34 reviews,$$ - $$$,,   Mediterranean Middle Eastern Persian,,"3655 S Durango Dr Ste 11-14, Las Vegas, NV 89147-4104"
Jack in the Box,4.0,Open Now,21 reviews,$,, Fast Food,,"6150 Las Vegas Blvd S, Las Vegas, NV 89119"
La Salsa Fresh Mexican Grill,4.0,,32 reviews,$,, Mexican,,"2901 Las Vegas Blvd S, Las Vegas, NV 89109-1933"
Farmer Boys,4.0,Open Now,48 reviews,$,, Quick Bites American Fast Food,,"5847 S Decatur Blvd, Las Vegas, NV 89118-3092"
S7 Buffet,3.5,Opens in 26 min,352 reviews,$,American, American,"$5 - $20,Breakfast, Lunch, Dinner, Brunch, Late Night,American,Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol, Buffet","4100 Paradise Rd, Las Vegas, NV 89169-6528"
Fatburger,4.0,Open Now,23 reviews,$$ - $$$,,   Fast Food American,,"3177 Industrial Rd, Las Vegas, NV 89109-1114"
Panera Bread,4.0,Open Now,36 reviews,$,"American, Cafe, Soups, Vegetarian Friendly, Vegan Options", American Cafe Soups,"Vegetarian Friendly, Vegan Options,Breakfast, Brunch, Lunch, Dinner,American, Cafe, Soups,Takeout, Seating, Wheelchair Accessible","365 Hughes Center Drive, Las Vegas, NV 89169"
The Valley Thai Restaurant,4.5,,11 reviews,$$ - $$$,,   Thai,,"1725 E Warm Springs Rd, Las Vegas, NV 89119-0420"
Mariscos Playa Escondida,4.5,Open Now,13 reviews,Mexican,,Mexican Latin Seafood Spanish,,"1203 E Charleston Blvd, Las Vegas, NV 89104-1741"
Napoli Pizzeria,4.0,Open Now,36 reviews,$,"Italian, Pizza", Italian Pizza,"Lunch, Dinner,Italian, Pizza,Delivery, Takeout, Seating, Wheelchair Accessible, Serves Alcohol","4760 W Sahara Ave Unit 11, Las Vegas, NV 89102-3563"
Lillie Langtry's,4.0,,29 reviews,$$ - $$$,,   Asian Chinese American,,"129 Fremont St, Las Vegas, NV 89101-5603"
KJ's Kitchen at Rio Casino,4.0,Closed Now,48 reviews,$$ - $$$,,   Chinese Asian,,"3700 W Flamingo Rd, Las Vegas, NV 89103-4043"
Roberto's Taco Shop,4.0,,15 reviews,$,, Quick Bites Mexican Fast Food,,"7390 Las Vegas Blvd S, Las Vegas, NV 89123-1055"
Sicilian Pizza,4.5,Open Now,20 reviews,$,, Pizza Italian,,"529 E Twain Ave, Las Vegas, NV 89169-4925"
In-N-Out Burger,4.5,Open Now,16 reviews,$,, Fast Food,,"4749 S Maryland Pkwy, Las Vegas, NV 89119-6315"
Jack's Irish Pub,4.0,,30 reviews,$$ - $$$,,   Bar Pub American,,"2441 W Sahara Ave, Las Vegas, NV 89102-4343"
Pok Pok Wing,4.0,,15 reviews,$$ - $$$,,  ,,"3708 Las Vegas Blvd S Level 2, Boulevard Tower, Las Vegas, NV 89109-4309"
Osi's Kitchen,5.0,Open Now,19 reviews,$$ - $$$,,   Mediterranean Middle Eastern Israeli,,"4604 W Sahara Ave Ste 6, Las Vegas, NV 89102-3618"
Roberto's Taco Shop,4.5,Open Now,20 reviews,$,, Quick Bites Mexican Fast Food,,"1220 E Harmon Ave Ste A2, Las Vegas, NV 89119-5940"
Pieology Pizzeria,4.0,Open Now,33 reviews,$,, Pizza Fast Food,,"10965 Lavender Hill Dr Ste 130, Downtown Summerlin, Las Vegas, NV 89135-2950"
McDonald's,3.5,Open Now,33 reviews,$,, Quick Bites Fast Food,,"3451 W Tropicana, Las Vegas, NV 89118"
Ramen Misoya,4.5,Closed Now,15 reviews,$,, Japanese,,"4355 Spring Mountain Rd, Las Vegas, NV 89102-8786"
Aloha Kitchen,4.0,Open Now,23 reviews,$,"Hawaiian, Filipino, Asian, Polynesian", Hawaiian Filipino Asian,"Lunch, Dinner, Breakfast,Hawaiian, Filipino, Asian, Polynesian,Takeout, Seating, Wheelchair Accessible","2605 S Decatur Blvd Ste 109, Las Vegas, NV 89102-8591"
Chuck Wagon Restaurant,4.0,Open Now,26 reviews,$,, American,,"5288 Boulder Hwy, Las Vegas, NV 89122-6003"
Applebee's,4.0,Open Now,33 reviews,$$ - $$$,,   American Bar Pub,,"8730 W Charleston Blvd, Las Vegas, NV 89117-5452"
Sammy's Woodfired Pizza & Grill - Flamingo,4.0,Open Now,31 reviews,$$ - $$$,,   Pizza International Fusion,,"9516 W Flamingo Rd, Las Vegas, NV 89147-5749"
Sumo Sushi 2,4.5,Open Now,16 reviews,Japanese,,Japanese Sushi Asian,,"8795 W Warm Springs Rd, Las Vegas, NV 89148-1821"
Panacea,5.0,Open Now,9 reviews,$$ - $$$,,  ,,"750 S Rampart Blvd Ste 15, Las Vegas, NV 89145-5809"
Frijoles,4.5,Open Now,13 reviews,$,"Latin, Spanish", Latin Spanish,"Dinner, Lunch,Latin, Spanish,Seating, Wheelchair Accessible","7000 W Charleston Blvd, Las Vegas, NV 89117-1637"
Poke Express,5.0,Open Now,11 reviews,$$ - $$$,,   Seafood Asian,,"9400 S Eastern Ave Ste 102, Las Vegas, NV 89123-7936"
Lemongrass Cafe,4.0,Open Now,30 reviews,$,, Asian Vietnamese Vegan Options,,"8820 S Eastern Ave, Las Vegas, NV 89123-4822"
Rainbow's End Natural Foods,4.5,Open Now,16 reviews,$,, American Cafe Vegetarian Friendly,,"1100 E Sahara Ave, Las Vegas, NV 89104-3241"
Taco Tijuana,4.5,Open Now,19 reviews,$,, Mexican Latin Spanish,,"2554 E Tropicana Ave, Las Vegas, NV 89121-7302"
T-Bird Lounge & Restaurant,4.0,Open Now,27 reviews,$,, American Bar Pub,,"9465 S Eastern Ave, Las Vegas, NV 89123-3988"
Table Thai Bar & Bistro,4.5,Open Now,20 reviews,$$ - $$$,"Asian, Thai, Vegan Options, Vegetarian Friendly",   Asian Thai Vegan Options,"$10 - $30,Vegan Options, Vegetarian Friendly,Lunch, Dinner,Asian, Thai,Reservations, Parking Available, Highchairs Available, Wheelchair Accessible, Seating, Waitstaff, Free Off-Street Parking, Television, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Delivery, Takeout, Accepts Credit Cards","3130 E Sunset Rd Ste C, Las Vegas, NV 89120-5717"
Los Tacos,4.5,Open Now,26 reviews,$$ - $$$,,   Mexican Latin Fast Food,,"1710 E Charleston Blvd, Las Vegas, NV 89104-1903"
Bentley's Bar and Grill,4.0,Open Now,26 reviews,$$ - $$$,,   American Bar Pub,,"2640 E Sunset Rd South Las Vegas, Las Vegas, NV 89120-3510"
Rikki Tiki Sushi,4.0,Closed Now,49 reviews,$$ - $$$,,   Japanese Sushi Asian,,"3000 Paradise Rd, Las Vegas, NV 89109-1287"
Five Guys,5.0,,8 reviews,,,,,"10965 Lavender Hill Dr Downtown Summerlin, Las Vegas, NV 89135-2950"
Sun's Thai Food and Jerkey,4.5,,12 reviews,$,, Asian Thai,,"4941 W Craig Rd, Las Vegas, NV 89130-2730"
Shoku Ramen-ya,4.5,Open Now,18 reviews,$$ - $$$,,   Japanese Asian,,"470 E Windmill Ln Ste 110, Las Vegas, NV 89123-1839"
Rock 'N'oodles,4.5,Open Now,17 reviews,$$ - $$$,,   American,,"1108 S 3rd St, Las Vegas, NV 89104-1005"
IHOP,4.0,Open Now,57 reviews,$$ - $$$,,   American,,"5280 E Craig Rd, Las Vegas, NV 89115-2257"
Firehouse Subs,4.5,,18 reviews,$,, Quick Bites Fast Food,,"6070 S Rainbow Blvd Ste. 1, Las Vegas, NV 89118-2501"
Ramen Kobo,4.0,,19 reviews,$,, Japanese Asian Soups,,"7040 S Durango Dr Ste 104, Las Vegas, NV 89113-2198"
TC's Rib Crib,5.0,Open Now,8 reviews,Barbecue,Barbecue,Barbecue,"Lunch, Dinner,Barbecue","3655 S Durango Dr, Las Vegas, NV 89147-4104"
King & I Thai Cuisine,4.0,Open Now,43 reviews,$$ - $$$,"Chinese, Asian, Thai",   Chinese Asian Thai,"$0,Dinner, Lunch,Chinese, Asian, Thai,Delivery, Takeout, Reservations, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer","1107 E Tropicana Ave University Plaza, Las Vegas, NV 89119-6629"
Albo Pizza,4.0,Open Now,24 reviews,$,, Pizza,,"1510 Las Vegas Blvd S, Las Vegas, NV 89104-1314"
Subway,4.0,Open Now,22 reviews,$,, Fast Food,,"11700 W Charleston Blvd, Las Vegas, NV 89135-1573"
Mabel's BBQ,4.5,Open Now,12 reviews,$$ - $$$,,   American,,"4321 W Flamingo Rd inside the Palms, Las Vegas, NV 89103-3903"
Umami,4.5,,12 reviews,$$ - $$$,,   Japanese Sushi Asian,,"6640 N Durango Dr Ste 180, Las Vegas, NV 89149-6680"
Riva by Wolfgang Puck,3.5,Closes in 26 min,50 reviews,$$ - $$$,,   American,,"3355 Las Vegas Blvd S, Las Vegas, NV 89109-8941"
Cafe Rio,4.0,Open Now,23 reviews,$,, Southwestern Mexican,,"5765 Centennial Center Blvd, Las Vegas, NV 89149-7124"
Dean's Place,4.0,Open Now,50 reviews,$$ - $$$,"Italian, American, Bar",   Italian American Bar,"Breakfast, Lunch, Dinner, Brunch,Italian, American, Bar,Seating, Waitstaff, Television, Serves Alcohol, Takeout, Reservations, Wheelchair Accessible","8355 Dean Martin Dr, Las Vegas, NV 89139-7893"
Sourdough Cafe,4.0,Open Now,17 reviews,$,, Cafe,,"4575 Boulder Hwy Inside Arizona Charlie's East Casino, Las Vegas, NV 89121-3011"
joes pizza,4.5,Open Now,19 reviews,$$ - $$$,,   Pizza Italian,,"Joes Pizza, Las Vegas, NV"
Blue Ox Central,4.5,Open Now,13 reviews,$,, Bar Pub,,"6000 S Eastern Ave Ste 4A, Las Vegas, NV 89119-3125"
Goodies on Demand,4.0,,10 reviews,$$ - $$$,,   American,,"3131 Las Vegas Blvd S Located just steps away from hotel registration at Encore, Las Vegas, NV 89109-1967"
Thai Food to Go,4.5,Open Now,21 reviews,$,, Asian Thai,,"3242 E Desert Inn Rd Ste 9, Las Vegas, NV 89121-3335"
